https://www.houzz.com/professionals/architects-and-building-designers/amin-tadj-studio-pfvwus-pf~1548805925,Amin Tadj Studio,(857) 675-4853,"New York, New York 10002 United States",https://www.amintadjstudio.com,info@amintadjstudio.com
https://www.houzz.com/professionals/kitchen-and-bath-remodelers/buildplan-pfvwus-pf~1262973758,Buildplan,(917) 536-3659,"New York, New York 10023 United States",https://tinyurl.com/2m7k8jbj,ben@mybuildplan.co
https://www.houzz.com/professionals/architects-and-building-designers/soon-architecture-studio-pfvwus-pf~130685128,SOON Architecture Studio,(267) 762-1820,"59 Patchen Avenue Brooklyn, New York 11221 United States",https://www.soonarchitecture.com/,nreiter@soonarchitecture.com
https://www.houzz.com/professionals/architects-and-building-designers/vid-architecture-urbanism-pfvwus-pf~188922230,ViD ARCHITECTURE + URBANISM,(267) 762-2124,"New York, New York 10001 United States",https://www.vidarchitecture.com,info@vidarchitecture.com
https://www.houzz.com/professionals/general-contractors/dino-general-contractor-pfvwus-pf~1100184259,Dino General Contractor,(732) 507-9544,"Holmdel, New Jersey 07733 United States",https://dinogeneralcontracting.com,dino.sulejmani@gmail.com
https://www.houzz.com/professionals/general-contractors/bonomo-and-sons-inc-pfvwus-pf~252607640,"Bonomo & Sons, Inc.",(718) 550-1765,"Clark, New Jersey 07066 United States",https://bonomo-sons.com,jack@bonomo-sons.com
https://www.houzz.com/professionals/interior-designers-and-decorators/noha-hassan-designs-pfvwus-pf~1325401608,Noha Hassan Designs,(646) 291-9839,"New York, New York 10014 United States",https://www.nohahassandesigns.com,info@nohahassandesigns.com
https://www.houzz.com/professionals/general-contractors/revival-renovations-pfvwus-pf~255383216,Revival Renovations,(201) 738-3976,"234 Warbasse Junction Rd Lafayette, New Jersey 07848 United States",https://www.revivalnj.com,RevivalRenovationsNJ@gmail.com
https://www.houzz.com/professionals/general-contractors/hoboken-kitchen-and-bath-pfvwus-pf~1043068120,Hoboken Kitchen and Bath,(929) 547-7288,"2 14th Street Suite ph32 Hoboken, New Jersey 07030 United States",https://www.hobokenkitchenandbath.com,info@hobokenkitchenandbath.com
https://www.houzz.com/professionals/kitchen-and-bath-remodelers/artline-kitchen-and-bath-llc-pfvwus-pf~2013303991,Artline Kitchen & Bath LLC,(201) 231-8867,"840 Banta Place Ridgefield, New Jersey 07657 United States",https://www.artlinekb.com,info@artlinekb.com
https://www.houzz.com/professionals/kitchen-and-bath-remodelers/north-jersey-remodelers-llc-pfvwus-pf~596263110,North Jersey Remodelers LLC.,(973) 261-6396,"108 Gould Rd. Newfoundland, New Jersey 07435 United States",https://northjerseyremodelers.com,northjerseyremodelers@hotmail.com
https://www.houzz.com/professionals/architects-and-building-designers/taeik-kim-architect-pa-pfvwus-pf~915503900,Taeik Kim Architect PA,(201) 646-5855,"2029 Lemoine Ave Suite 302 Fort Lee, New Jersey 07024 United States",https://www.architaeik.com,tkim@architaeik.com
https://www.houzz.com/professionals/kitchen-and-bath-remodelers/custom-design-carpentry-inc-pfvwus-pf~469863441,"Custom Design Carpentry, Inc.",(973) 609-5744,"Livingston, New Jersey 07039 United States",https://customdc.houzzsite.com,customdc@gmail.com
https://www.houzz.com/professionals/general-contractors/1625-db-pfvwus-pf~757585269,1625 DB,(646) 762-0545,"145 West 28th Street 10th Floor New York, New York 10001 United States",https://www.1625db.com,info@1625db.com
https://www.houzz.com/professionals/general-contractors/omega-development-pfvwus-pf~1480472527,Omega Development,(203) 894-2762,"278 Post Road East Westport, Connecticut 06880 United States",https://omeganyct.com,omegahict@gmail.com
https://www.houzz.com/professionals/design-build-firms/pbs-corp-x-karina-monge-pfvwus-pf~1330826716,PBS Corp x Karina Monge,(908) 320-8097,271 W 47th St Apt 24B New York 10036 United States,https://pbscorporation.com/,inquiries@pbscorporation.com
https://www.houzz.com/professionals/general-contractors/schim-luxury-renovations-pfvwus-pf~1959161017,SCHiM Luxury Renovations,(718) 737-7034,"New York City, New York 10005 United States",https://www.schimnyc.com/,info@schimnyc.com
https://www.houzz.com/professionals/general-contractors/vango-design-and-construction-llc-pfvwus-pf~1577271820,VanGo Design and Construction LLC,(973) 755-2090,"95 W. Main Street, Suite 5-254 Chester, New Jersey 07930 United States",https://vangodesignconstruction.com/,vangodesign@comcast.net
https://www.houzz.com/professionals/architects-and-building-designers/anjie-cho-architect-pllc-pfvwus-pf~1577501900,Anjie Cho Architect PLLC,(917) 983-3269,"457 FDR Dr New York, New York 10002 United States",https://anjiecho.com/,info@anjiecho.com
https://www.houzz.com/professionals/home-builders/baine-contracting-inc-pfvwus-pf~184550434,"Baine Contracting, Inc.",(732) 702-3097,"926 Arnold Ave Point Pleasant, New Jersey 08742 United States",https://bainecontracting.com/,info@bainecontracting.com
https://www.houzz.com/professionals/general-contractors/no-limit-contracting-inc-pfvwus-pf~505341116,No Limit Contracting Inc.,(646) 208-6424,"Brooklyn, NY, New York 10314 United States",https://nolimitcontractinginc.com,nolimitcontracting@gmail.com
https://www.houzz.com/professionals/architects-and-building-designers/jane-kim-architect-pfvwus-pf~503393820,Jane Kim Architect,(646) 798-7605,"285 West Broadway Suite 320 New York, New York 10013 United States",https://janekimarchitect.com,hello@janekimarchitect.com
https://www.houzz.com/professionals/general-contractors/legion-construction-pfvwus-pf~1515060874,Legion Construction,(848) 285-6246,"Spotswood, New Jersey 08884 United States",https://www.legionbuild.com/,adam@legionbuild.com
https://www.houzz.com/professionals/general-contractors/legacy-contracting-llc-pfvwus-pf~1133996922,Legacy Contracting LLC,(732) 857-4577,"185 Hardenburg Lane East Brunswick, New Jersey 08816 United States",https://call-legacy.com,matt.legacycontracting@gmail.com
https://www.houzz.com/professionals/kitchen-and-bath-remodelers/kbr-design-and-build-pfvwus-pf~1350944595,KBR Design & Build,(212) 475-8000,"145 West 28th Street 10th Floor New York, New York 10001 United States",https://kbremodel.com,noam@kbremodel.com
https://www.houzz.com/professionals/general-contractors/classic-construction-services-inc-pfvwus-pf~151338175,"Classic Construction Services, Inc.",(908) 273-5252,"2 Hickory Road Summit, New Jersey 07901 United States",https://www.classicconstructionservice.com,classicconstructionservice@gmail.com
https://www.houzz.com/professionals/general-contractors/united-elite-group-pfvwus-pf~2080803333,United Elite Group,(718) 439-1222,"555 Madison Ave. New York, New York 10022 United States",https://unitedelitegroup.com,info@pickles.team
https://www.houzz.com/professionals/architects-and-building-designers/john-patrick-cunningham-architect-pfvwus-pf~1454464356,John Patrick Cunningham / Architect,(630) 528-1066,"Brooklyn, New York 11215 United States",https://johnpatrickcunningham.com/,john@johnpatrickcunningham.com
https://www.houzz.com/professionals/design-build-firms/gallery-kbny-pfvwus-pf~2014346755,Gallery KBNY,(718) 690-3840,"63 Flushing Avenue Building 212, Suite 301 Brooklyn, New York 11205 United States",https://www.gallerykbny.com/,info@gallerykbny.com
